Date,GLI_Open,GLI_High,GLI_Low,GLI_Close,TotalVolume,Divisor,SumOpen,SumHigh,SumLow,SumClose,RosterCount,Status
2026-06-26,412.683851745798922080386675241656285192450089101234860604510150550688191223700161578869458419534936394164181287825777754334539507266339206949516598670989795629212945382282729519792,420.844288793082521592366898812636958551998149453235248707569560471511586421935311600056399021302516320641029617293325480861300621952241056490880439217538356317657973219399622759395,406.782331174783607494461565743562888190160628528474487912664498101833127070652709823627254905037127775098807791973523357797544860723663996035282678484959375084359517332212287584751,414.860637136414309397002708129535116537439298527606940622314704092580784278153156415334983011212299914559618770068464677576563949828804666270021599213550831870488808517650466556146,476928739,32.8925397554962219877720685398192401591590552033508649154691900960732975824737331282922893044126666735018601441725530697704622003556623721717112959894620048287330553234106068667647,13574.220,13842.6375,13380.1040,13645.82,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-06-29,414.196504778062449956618947816187168622197828137675403080569725431650006411190507362226192722033640611444558270074170042964524509217393242263646854285446839737937534352956217735488,420.592201235793350243876440411802968415875502431983963608524423641083304255889035865628957166424438627367078660376287611725291986856717996496554135258057803240766755315128083625903,407.724255976890838274408571317949695850789508950562173225004526054297168186551955179337184878377923698570651958323385324547188026153533144608470147169383791991860144890075984565390,415.158577036247141739221103692401213565105419370881331462740467007532563774433035596862387215101101066792513844453636910087343831632047145339029266885577342417479080287575100954977,293739479,32.8925397554962219877720685398192401591590552033508649154691900960732975824737331282922893044126666735018601441725530697704622003556623721717112959894620048287330553234106068667647,13623.975,13834.3457,13411.086299,13655.62,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-06-30,415.893242105579834958579014792060319144039277552281908468749503827921313930310921354169501764792211254925973994710543746681527080996879237859699704568691692148909684095761712204747,421.094381977164648675382915708478702161078459992107064414866541174672436268088122020778922741917828161304115480651213625665400363145081187237561140830153099283132603182027584748340,409.594671014991378496187349574473939776309047774096684309969110188324388530180283669259145301030347222782885226259274109676084959316413539533094341546266758568985546931893747285142,416.257458432110174903454155490339486735002555889264276047147528289260326008416324680159124454852194704288227361152825720710011058956353207170588669743271038715536567341036928541275,337083063,32.8925397554962219877720685398192401591590552033508649154691900960732975824737331282922893044126666735018601441725530697704622003556623721717112959894620048287330553234106068667647,13679.785,13850.8637,13472.6090,13691.765,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-07-01,414.783415978702534483815491320384107715982977411084802588163536969725935306668371402979921105306426962858439842625777180578872021279801003327646142490392940361370921752792449069102,420.446754881222916243018580594220550580155350521136105116720250951142405450975508315389645487666845403653058933298113889525820350883769798117570504348900453331801841113648854704735,406.673306452866207488091219995808387113536804451324866178700127858026129473549722605986905495285532896321013401539577833000921622546663194587387944093259959832057291455260580297237,412.421786242068410367129270164931208010972337910517998457115244803046932115747859686546374313665399054138920518315554831452608631639405516176573119555390966964411298172410244977147,284298387,32.8925397554962219877720685398192401591590552033508649154691900960732975824737331282922893044126666735018601441725530697704622003556623721717112959894620048287330553234106068667647,13643.280,13829.5616,13376.5179,13565.60,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-07-02,415.330956549721851880076032553773741131112246430204371877558229836897521911566394266174671075922478876298688851776486558897152191818208865371812274610106966376809166097317210857157,421.194118878735219061289208410880591743625549383785224271101312380671498290077486474137984194089011942938323193001009138519978371333215603241008748438811279946444469056355621034952,406.233145853909090482924084183647636831235774087148679384038475257753490336086448035563052631622057071624293515116259100114077629817342315815847840771259978230085336895569880621087,414.003299873630036738782427020063286314971481407164305754967100602617500421511055097062248465328198639767002331531540498310850412394984471397979126932821485194455577506234681857470,318732954,32.8925397554962219877720685398192401591590552033508649154691900960732975824737331282922893044126666735018601441725530697704622003556623721717112959894620048287330553234106068667647,13661.290,13854.1443,13362.0399,13617.62,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-07-06,414.477723561067929463304678321953637755454115668317047496277715938109594201046515773361752812438886596970505151509154037936434091531678235262455112037104515509331413319466714489485,419.343319261176724070125904749821324212835317584148823415180967293428951730406226793175275069370594377116071163319037446206202631080471315534527698571077208943954645620275321992625,408.646291831386758926537761592292026476387254584544917727239977144777982338889230698231108241986510853043674135706652301076005969428716821414107954815471025312950574303925277875166,414.724740059653823624582684847289049831963016877664437861426626518107880773217333972332177216173224286959512547364207547033381697618550188572219122224371392876096307006266475151781,266901101,32.8925397554962219877720685398192401591590552033508649154691900960732975824737331282922893044126666735018601441725530697704622003556623721717112959894620048287330553234106068667647,13633.225,13793.2668,13441.4144,13641.35,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-07-07,415.573525231231670187102350173920652187708131978391451693732212956236885489828462840220864945470190891943648028306789996808760298241018127386903241758555733693265419298408810905927,419.751157394070017330842872483024806878329232196824770662798356882807360918532676201388298619499371330035531601737873037042636335506017735123737317809043202671924298827202018229537,406.156532736809219309210782467482069024121628727449550310786136222480175608471621960313148693479222489621549067417214811754162803067937106912388726227024589803716409869017831775673,412.288169317602563617736428481380545109279215348661779299597772557004782025324383257687910897737717312907943594649959733301090511177645241124706925737170914530327395679673635978896,264814804,32.8925397554962219877720685398192401591590552033508649154691900960732975824737331282922893044126666735018601441725530697704622003556623721717112959894620048287330553234106068667647,13669.2687,13806.681632,13359.5199,13561.205,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-07-08,409.348292959047983261356953896773240764859431109413453353763969100286712914072922354249136763447199820977234034135045969648803310119119962964192490646868509439107060970315253696557,414.121654978737099627379999869679379756675992472762999993923987850363140990798562204581246890403617301567273813631691059654163277686823550073045132060086710251540590567491477950802,402.287111252603737713386239905916886799028945366242160346064399735053723509801086162678605551604982129360636426409027627056942340364277224488321603398050984444610130425718358757857,407.765715256415525345624445628916640685761480038326880374339164147448459681537298803799236168199083088376891881367684687674451601214243713174682884456323610814252102094455371693381,288413758,32.8925397554962219877720685398192401591590552033508649154691900960732975824737331282922893044126666735018601441725530697704622003556623721717112959894620048287330553234106068667647,13464.505,13621.5130,13232.2448,13412.45,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-07-09,409.939156423665442095133945505375546451868722802172411107200163207642614394705519486186391937179735575430939725020333963408701983878917675281148003014810880100408686669140281200769,415.217712025957839921756716060700279414953722600703067954955992665274676662005892025024525369895397711813759171921657166154355867151994792893838125496685379730229159636522081196729,404.132261473630943275536477350784474049413870882872461494929598236363098179539976865156726224141845746559278939620848721435835361231682335951125080630089240929816956589237157255501,408.945010023202828055282768474179488002411360396552760037616240011834125667322657319253114644612001118490565344163687840643140541535445321652928540476518339805859514538881552135284,235420493,32.8925397554962219877720685398192401591590552033508649154691900960732975824737331282922893044126666735018601441725530697704622003556623721717112959894620048287330553234106068667647,13483.940,13657.5651,13292.936477,13451.24,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-07-10,409.447846783149956270186144085916516442165971541725565881516997436904400155454963408841582773121678228596566825371159367307557965498541159452860095632391553171329512132362577651224,414.849564991464514414304556660733840547767508305655454724828002909597655771805779698930790638466136858065930714245598909030288709026215470412464639427197597099330356711847297214926,405.038055677254752315896101124065366755426900096790855034895368396295591952079333768417459203307612899442468674700435521996598513257363329847432964519383146808006914180766197915808,410.033536978179437355605318539435908203860347486274113355729235244445610960663708638970969498041457373224373708933804053481037201893155538916929010078096949841609869920931296895988,222774631,32.5393871397159099585856112214961194161059425719155524899164484578544489382698637052214071834079654473705043255252461958810475329364976884853717060805169482586796158003772686880020,13323.182,13498.9506,13179.6901,13342.24,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-07-13,410.296756440894701575177950987457399988880408875982283631551872290389071478378731353634533214010494437645465426727594154072696854517768413306148773548947339309599756816675398078241,415.374348415524697428085646642901462793701706311341241928593733553145063873829077835950129218820377238207203491368983701115094048854865005422022335728103134980990089964259394618944,405.205170072392296247383790642553547494315643800813632422620801639545019810016374109082669568129145853197169497002720613531604568020015972971040580374816917718577306120249825867805,408.861572680380651481302652058957263811362969658309014293441288513908090021602133481505119841476456970223984606999631784238428812770025128545312468343026359956987063526395243354218,243984361,32.5393871397159099585856112214961194161059425719155524899164484578544489382698637052214071834079654473705043255252461958810475329364976884853717060805169482586796158003772686880020,13350.805,13516.026731,13185.1279,13304.105,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-07-14,410.519870661479969319964560628162132079860636043440697665699256406390183370802673549601546941732060005385935464227058967884191201050715228024856944336848545093324984938461991724845,413.758852992261512202597112939078783094022557834170149170099597344941035622328179854401192716711473535581936754480136697809196835440062757483656986500134169469747650955216419285037,403.358208427357309168330009265595738412246680641435777734160245442912674958392888980236724936953061961236493355999919532917692896906576493938031991369021522898177514812914771932922,407.736013681904696777058908520278088490130074340380031648723940959012673622149394786285852929933435080624161587245100268281682195446447017102793631551444863837298843146170175543355,240018946,32.5393871397159099585856112214961194161059425719155524899164484578544489382698637052214071834079654473705043255252461958810475329364976884853717060805169482586796158003772686880020,13358.065,13463.4595,13125.0289,13267.48,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
2026-07-15,406.253041682684022531235513449726181182932985915351688781260852733443299742133233537472044743817161461985541523948037652513960474792542258941462669930208956799604506642477052069957,411.979615425450182772191575593143152814831435805498645309056477839277237640860981422146502651896273120429755630231821927139691513011837451397703107682396334867749414084793364856907,400.130467857166687902921002658063356130712936136912426485089258927176313992025602793244893710403476073558324564330492523225778809619398653848943168058933455143750260427971575220654,407.173618332495550808795140417675251401295617430670806190749129757522267612320449581575611715428662368551075955531573258260973305425382732068033366342272402977495582178030414698610,289763409,32.5393871397159099585856112214961194161059425719155524899164484578544489382698637052214071834079654473705043255252461958810475329364976884853717060805169482586796158003772686880020,13219.225,13405.5642,13020.0002,13249.180,86,SUPERSEDING_BIG_OTC_REPAIR_EXACT_COMPONENT_OHLCV
