Date,GLI_Open,GLI_High,GLI_Low,GLI_Close,TotalVolume,Divisor,SumOpen,SumHigh,SumLow,SumClose,RowsLoaded,CloseSource,OHLCVSource
2026-08-14,425.544519633489025141743607549403521766653101755312551755686006647788287946485782895005839289928118246205175879784754860473840034935404364641065018046733492707440027980364046494724,429.462167327611257146717935558209359874283817960660414162102633041312307867820731603228139695298504121563783325176198410084284164737837897036959995518171394942192368298263554634018,421.008400077594933903742917003503399039204787139880501625478941926801471557825444108984583882472880330821136753779590750790193070971807153630499056638449378695042052589226807570349,425.606094065785626063562104547970488181489164293127216048399781790369664168169655792568633273971457373983260985581334413785229956883983770206883216440894160691595620323847945987850,212752200,34.6739160023396098992669128091776618054209785842788723553454215285055715261242182908804510747059736792270106596274096192165552445825550140084790883499164991401609108505308463945417,14755.2949290275574154,14891.135116100311149,14598.0099005699156407,14757.429955720901503,90,JCI_GAS_REBASE_PINNED_LIVE_CHECKPOINT,JCI_GAS_REBASE_PINNED_LIVE_CHECKPOINT
