Date,GLI_Open,GLI_High,GLI_Low,GLI_Close,TotalVolume,Divisor,ComponentSum,RosterCount,SourceYear,LockedBundle
2013-07-29,118.576053396841791501980105901134307293249551322900245355348282974846741669867978168266764246394454814390815150388867399548061265867471629764458637062398240128526562827520300727547,120.130340722593398097264329394312177051699785239076839891354976031017341319875678857196197299264461323292155933545203712635529922107373605552399869233023508608606713869924753278686,117.609844084082290373363287541742567042464138015054442927652208948500782850292990027174718600747248485785188254157019740146937220088101182458354976418131862617297198900830446289385,118.949769109189731,211563238,41.394617550540460,4923.8802000000,100,2013,GLI_2013_final_lock_bundle
2013-07-30,119.497311646284836532348393836956761377172396827433732839657467829996164511998831575184219362091660727469513149379833074016999104530498986761109176780036856273485382135165817055050,120.697151213333850968950977924790513265620255441708319133868299525225362586858117903062408687487057545121638161848555170369865504085025848809548622070607016823217492198574091829536,118.307127828979724610309444187439187723557809397591247667736549306708377294707776303648864895197014700070944566047412689414942937378637955729074586937491052641664945504864204395887,119.364523514857012,225221483,41.394617550540460,4941.0488000000,100,2013,GLI_2013_final_lock_bundle
2013-07-31,119.543349697428341310893082807838106037959573864844310139380613258133030546997831560697360373637050068450358811478882280013259361930253119648479079238171732707292017024658386516142,120.984956163797121967802267369467525344932800423325902862469731070367455322076269310851916933100530825807329871070483052377842558273196134002610103596401643109937713424654322124082,118.487354208231627515771099005284443103296278763789854452162910396209906099617551702015563286040719544129055134299825891745703499092268475041743034871059338481838771833449380822766,119.478091420014266,269519536,41.394617550540460,4945.7499000000,100,2013,GLI_2013_final_lock_bundle
2013-08-01,120.572184486912866149033484250802576851171023587320328790584021562545650693630345444019419847578570752284171422706267382801102054922004088293149031136821659795820656370581663797013,122.260175343350243506089185437943466126750314046497007079376440030761443989255426035010366038401006982389327372014767270836179011413619853373700151846085844944188026306368523008675,119.753860084861949213172797461857795256406316195583505966123643775268718396933251218693361504888665868215423275650803973998381482680413418388435873243668218864392185525899133583929,121.243538338584642,236093389,41.394617550540460,5018.8299000000,100,2013,GLI_2013_final_lock_bundle
2013-08-02,120.788232310781630688087741040087351355827313153345443532311744797315880992953983770242067656485418147138981720660175451393263090139432904649642759986578361362956967004463803367525,121.934103799423462527490304969204579867241257574871673281338827454732865230112663857169204204207736880245189426181914403685234903735194511032600587257131371990563154299732589435379,119.767899924487470024998813186463405561763949498925909644546126698092841153312880182523594909436487907433647836492614982208952962942454576845455914600680765348586335015520929846951,121.310779178658933,198259538,41.042021440382264,4978.8396000000,100,2013,GLI_2013_final_lock_bundle
2013-08-05,121.030256936318065127229112377276413032858184225793201973735081973191241907243409867159326350446971753420705093247058146751301911836205305470512942411304903124014520430126411155740,122.109350955821780084968050322659735280608507935926205425284751885976037090756396626392364576475615942457295425733604032281733771936839944338870649338007995302617719008814009826238,120.088094288677897342090584114754582267508781619212583085189150823221750649526005465191061932474261301161147941732832118184063980844071160779906911802582490113249420219595923722554,121.287478669414085,192692722,41.042021440382264,4977.8833000000,100,2013,GLI_2013_final_lock_bundle
2013-08-06,120.886121732745471407315598954035191641901610280485251918618474988559950113338596785009494275011399893670954678762668815093272052246829717854655403755230044700715178569735813991603,121.619398932560647966889386397269919085731582294210614134465620199340280968737630662303392838218573427806214492773727280514040693926999669634994108927441291959934264876909785242450,119.044659227374125890563963650844399464137887661516024227100462815200323958150245487907467427569024142559715022201038702449628293803362773778981785268903634443080796925641388930762,120.101036133421232,207565561,41.042021440382264,4929.1893000000,100,2013,GLI_2013_final_lock_bundle
2013-08-07,119.837748571819021266215827061353037127122330111120511449902583577111709888692721691508794994859521671791717857831662373145675875141387204172584158906595599721415205102914659015021,120.557469889379411240335882213130561487413861846290811340627779863160908199832414219992696173727218733892736437987281282636163928473707225789514201445039546596533612447840310644628,118.480884270455164956686066760954888813785333157263293191791220141118020538088562452749516500108975902529837913641585743715362599346857639738591791635990907263523008442765251091813,119.477657968747707,197705660,41.042021440382264,4903.6046000000,100,2013,GLI_2013_final_lock_bundle
2013-08-08,120.074291492350736320805604846461732736926231780372477423772664100613610196148048391717349698446971665821837525831371088984628792018232594148360010803247429694446283377608938992435,121.225967854901437317920950120476947480378113206447640539335231334721735825297982357355917453715271505059310060015587243149633732727146739481836349206428861599002623610668606180365,119.130130344002995653855696766839170492851839184638626373832188419707532742317650920923700920294275831894135585311595955648852536527639655630728418121579998479277479780776260737422,120.227145906243223,219732841,41.042021440382264,4934.3651000000,100,2013,GLI_2013_final_lock_bundle
2013-08-09,120.017999619435648244634318427530463022516207566138109180940667586058340495793095835716808634372738419424313209283202522498224675246015117587938957382744935356659632392067304535209,121.066408850349887263206736457945261964561458408027975106996689938933398272821125583519165069425881984212950758409784303881131067958466286029094461193206184457715844212160454046566,118.795837639589363128908542510491156301691240094083129434777654564912444120432097874583876307495010711983785335407202976150043102942127532319899638491879234387478306800187340457431,119.837317989028733,210253045,41.084025265408087,4923.3994000000,100,2013,GLI_2013_final_lock_bundle
2013-08-12,119.247900634968931726882186766618201123673609346031486197542624978806032608146722732660263717662888192630280695130559533608871544700445537631660721260710455489481893055716166630772,120.845233108317459195972207714034468197408796464897364954613233742291589256151762784484729450866487344507149134706044058163202639271212747457481853087339367579455966701156624971312,118.640719491721319846063705087558383900359038666086768526501068524024426643485689670405348042880302693949339094462084132938650120624250572070865725170105328112496121477881791582350,120.140340877355214,194786294,41.084025265408087,4935.8488000000,100,2013,GLI_2013_final_lock_bundle
2013-08-13,120.341139375723123258880993311290861305336686339173820486771959058313429722913951098375772470025460331119116490371620543497464506413790686031580334541656396331201770517661926897414,121.251415322600416861374514362961337793020419396618443992014236732869722853229339292978202796854081465626528747145829633507617466898906060687762060607068082762145365672211725879584,119.034093039823857918278607566864496226666822334268098642446834408569158671955298872353529476797662809387598322283587396949821781126182051633726195514063230799686721890622428465387,120.199711885532707,219003492,41.084025265408087,4938.2880000000,100,2013,GLI_2013_final_lock_bundle
2013-08-14,120.006210401604266597094952611811050449258076300734698428397651437152519608644234862684398430522283507005268725198192584895924904857217065217222523389227807704361219057957818885251,120.646452434479237514541789175885981309542946936587922172126252697759933429330424253077988539150368057077567463877650955542721479594179132329400056424220294062123447894756089171122,118.727147624375688121634374766381392442165215609521916642131130049209544144414428847586979916417622542923543348361550805606129144026560722664584506807884249777260230259035419454186,119.387293925403981,208840244,41.084025265408087,4904.9106000000,100,2013,GLI_2013_final_lock_bundle
2013-08-15,118.255026835426267429773334968290347046591819467504065764338993419184811486223784760128451643228841817690543565485799919489906719950363488511302390213135245097914664352551094522336,119.196888833984954580549952793301341506208187983229778613094433589731222028671945347226342435739075805433517208540910796524368761262584526096071498729910867634995297248747524833066,116.463092642554122224841259037789261393786302932007748646724117110119722802924724771120772057874965805851593032535077839257517425637035957115694688725087668141764867896625411971554,117.542810588864839,271896012,41.084025265408087,4829.1318000000,100,2013,GLI_2013_final_lock_bundle
2013-08-16,117.226705671512528005834893530590799565056710852395566909604913427966231798867299293339794215987334998580108957828384383123480582992491024222086586568169234196224789424329762627645,118.424191782629069242168088523666901691746025723074851089600609045262962038629221426474618901172004436619478425957347427983012672010347358363317529787562540705755402364157798346956,116.242792790724103172372734544139880722943904359752336527182231441973798388313179434563086398861100957172371608828743403300307068836938724410442110384494130624048598294168664339890,117.090150464160345,222330784,41.084025265408087,4810.5347000000,100,2013,GLI_2013_final_lock_bundle
2013-08-19,116.965160662233779096549080177236256154759552596115926467139827139645988639859078295080004368768041682540603676190012450017824556834121978571962197936751782868840210324520251412152,117.914024798025468018218273457299779638435985838814211507263540699249750479148652345285044119457783181600981895827996265156334579793496461936139998307964750507072878030823456996225,115.792595500381372827134756689944885719056780462765485756289486433230490462004033448706896765500731347933424127753605737469596134014387557212830113246271649172800781546692459828586,116.203345927247739,175521795,41.084025265408087,4774.1012000000,100,2013,GLI_2013_final_lock_bundle
2013-08-20,116.438523304535500215096290124322756965451641751074179355436675836210358282766733482218293865435639609275811622089878149638199585463798315464841961138103746779518409617390831680810,118.041940498449369081089669076439552642194399343824949931660235808089324250638617091990557732770806707382394272533352929367260498848191466649397474335517942887017922641191735265840,115.821721667907045157172947655012588889737761916977577633412008503913750012733913016598730422966568347029808070651223265827209589106513747208584324647376151201624888134784464228691,117.255285208289607,200063630,41.084025265408087,4817.3191000000,100,2013,GLI_2013_final_lock_bundle
2013-08-21,116.915169425616234202186687049952460089275302889224141392258357792636898130437324457938282184005911389237793406411148341669361875534931539278365908176079691974834648942049084720311,117.941482416818233665791228419476493803349351090026342495314030305849843328924512268051557357692278626464050642779602706120712707030279546632718650347432089523323889532588604848951,115.805316585106392845015089356300410495835759978588373643184231243909856828205167203661554096860230188906431553505769951208561541922484891872889569185911566050522219665863934657720,116.554348534875388,203346395,41.084025265408087,4788.5218000000,100,2013,GLI_2013_final_lock_bundle
2013-08-22,116.479250061151288480270693435990137142439963503006015009397671340992354364491326577254649461466890562150253460396110105355863664998031643024719257874232115735525012322273756856063,118.504008199065489570849408070955317327192270023621350884727703091835491361233778056191726025134242760708382123906151704521327120361739663722968024720896943547290821287811837732154,116.009312292154887009847901389497292426321764891296871126708251726475759872044533450421659413784469643443355538884945504498044029232517944210584940035461799911186854358516413278055,117.753072362003977,176506257,41.084025265408087,4837.7702000000,100,2013,GLI_2013_final_lock_bundle
2013-08-23,117.954516818827723081662056219052911593285830623433368855364749473514988720817144950794090119873344589880234457470239321212431469435253301999543678673250695821168207800023039245378,118.662692807669860894665909479858087188265268536695206309974658113518370163269090894307413219317709248044046142642680360048058322831123139152239618611205722403197446280020974739160,116.701504617693000034555620727497192729415937795177757977763445046789906423795873307670214974061494534050521813728038748533869174181306666897264144652061778539606491555334459217183,117.749433478057455,176286466,41.084025265408087,4837.6207000000,100,2013,GLI_2013_final_lock_bundle
2013-08-26,117.905491682907833458355201052126444840571440322432741231635603103147314288142599273543937473031800049812415772602927036522930867904788392979432749231956811573019155718548418904415,118.957517113851922806487055554625585694431459330438952911574499793472326606332142912372945515132427210944754308153181283537643572118200543145113486271764355771210662085741320454607,116.755138029410542684652618041989932679726436132789445699721524944149231829208646670743547580961770630583963410220714492264342551209688102097240388611781403686842717238570085579021,117.289685440274368,173958700,41.084025265408087,4818.7324000000,100,2013,GLI_2013_final_lock_bundle
2013-08-27,116.116549664086241967917521785964084707293897304699901344424256703763568520593299469822126712130355513930651414250641318531733084464494541131758126497926107183791114845139793291939,117.139859314932864645928694154671226334087489124604442567723196546168690633573932935273076586738066929674264943067349567211694148656257088557160558241996972512532097726888561404766,114.572433687071772921944998308087975711787067795218958521558068837642733625448621906114329581347462738765453860474171925244703578142968362675257392693729487046602636835442824688949,115.244783572522451,230059508,41.084025265408087,4734.7196000000,100,2013,GLI_2013_final_lock_bundle
2013-08-28,115.092186801977953328698672372235786116762813018026856210062648634717922150731517628467338432809372553286714689986661636042827658749582875797093663641326023841715061597783981856358,116.410504819821845530035054128969935740669270823925432911653945563009505427892137160138541580352044536574696599943566339901978854989197236508143047694088759940943694079779642491973,114.260374188614009136051753785077808099559130492762226498806047340570433186810782028470596803736716803475889753467659264379450121384720731996523697265858319833595002435408703768870,115.299980208814787,200430583,41.084025265408087,4736.9873000000,100,2013,GLI_2013_final_lock_bundle
2013-08-29,115.056189739233000610791847182534663919901736019873909419947533254946739164298683026487121142659118442413075868978757253592952910916889373384163999526745185740027882709315339648188,116.964781891662294328797366182182540073628096425740364489426542364789468995230405887205205654590283955226148525044327268083239399647217481164601896993891869218756154144968624882950,114.674447840515742045788598558413896246286039592338475354650910425979212240040970582294957903820889880052132252579740029510935962798252360764978111771819921106553763072453593029107,115.992979490556834,187964214,41.084025265408087,4765.4585000000,100,2013,GLI_2013_final_lock_bundle
2013-08-30,116.059553341893778610566012302685385740544828685366471827801019366122352343340891087535176332776022046025223321536621877835621029611298537000792186311901491832627576395156424979844,116.687452330290517097966576372941777638031063367090673945306673171576994269518578998825252753327955879908639558825144291357137781399697521678605317307153514360922432081828209278805,114.371506135244965928971287307656134374650289196449920715096153706904262655966945913832070571702491630879383313773539417434513781357799095589794639759131952599256324431024459864113,115.208448281850295,184334249,41.084025265408087,4733.2268000000,100,2013,GLI_2013_final_lock_bundle
2013-09-03,116.500029318013449564303235987508855968141714137851329488373555356311528709319648510642151749368249709031840472614386527896206270083763763962555400515848640537979645863301480281466,117.414830200266117487597927448622763151504458223212668346328484110917360622313876768609585428905471010048404231578714008192740219493438767631688180442867623373534359562754072244854,114.704576924327082460379751963599496735793529426716657086566182427185213524991407334046729992562506879568933345968209550343493561283307882628050173164181202072539830398155426417954,115.607097145835652,201288887,41.084025265408087,4749.6049000000,100,2013,GLI_2013_final_lock_bundle
2013-09-04,115.648014379872975200773362182037858486008154228004255689956014265585042914370862868062930898984605281926197013821762931246249528215439332153002066669885044117863550989568609130074,117.549579864693684568668650032354515014490158989590003442295658844524046205905204808951912269889481199164446297010674776513571391488526592604677307320643557534294845625460241597303,115.062708575098669721631761257302078698741440319379110876226354610886282574151146270647406749747128932348136008130565502930672869402054152277044087613244494413293042750590957079355,116.815961167293068,249950632,41.084025265408087,4799.2699000000,100,2013,GLI_2013_final_lock_bundle
2013-09-05,116.799071330993590291249460739759372698816343536437763130701533724249367892894964429594213701831085807472856848262146769623311861225796009191003537087107090595071789666891963788301,118.001203682852476210350729655493584119864399346876059331096770482308238685742847038278683631354947705096282276415201588181393563875519565572384607910484936086396994037712450063550,115.984379633917787045683262529984718071770213523023233812011588272099268125292888176336859243783835568352089939049115214804385824425203479411995262348195989124003050566162480219736,116.979796136153041,203723981,41.084025265408087,4806.0009000000,100,2013,GLI_2013_final_lock_bundle
2013-09-06,117.532268495812505830748005342750195847223490231283032153433667466325506187961249529239306174253785784432272059844726986764342129342885729904923606886891087150954088791670465393335,118.407316638436193418158048943391930520666153844695129584972755421743632820581440109702720371469994868819822245608627641091869524160766468252555316316712703209536083390380618084363,115.565454894684447936798474850199238938763237526589468614698990858746060178087110504491397725800024553526972193019666781648367387831736290913965277190450371639955807242993734440791,117.082237412849068,226214139,41.084025265408087,4810.2096000000,100,2013,GLI_2013_final_lock_bundle
2013-09-09,117.446516780608272184625606432230688210229755730591729268441949056674520594965597652251280940343574782778905018739369573180177087008328913546229053055512081569795409400650761927786,119.398719876334555997856740152071770982588934922207946195279712837036605213481328675755047300686813270795357601004253178178824077937452506322361496439896672869815112971767365810128,117.059128852374894192944781111654043418494513636360007533775350192768634144881872829895683251033015554062707697554361005607181056313811667147215058658576412530517544129734837781723,118.768527876172627,197245988,41.084025265408087,4879.4892000000,100,2013,GLI_2013_final_lock_bundle
